Timestamp,Voltage (mV),Temperature (C)
2025-06-05 12:29:29,1049.80,104.98
2025-06-05 12:29:30,1040.04,104.00
2025-06-05 12:29:31,1035.16,103.52
2025-06-05 12:29:32,1030.27,103.03
2025-06-05 12:29:33,1020.51,102.05
2025-06-05 12:29:34,1015.63,101.56
2025-06-05 12:29:35,1000.98,100.10
2025-06-05 12:29:36,996.09,99.61
2025-06-05 12:29:37,991.21,99.12
2025-06-05 12:29:38,986.33,98.63
2025-06-05 12:29:39,976.56,97.66
2025-06-05 12:29:40,976.56,97.66
2025-06-05 12:29:41,966.80,96.68
2025-06-05 12:29:42,966.80,96.68
2025-06-05 12:29:43,957.03,95.70
2025-06-05 12:29:44,947.27,94.73
2025-06-05 12:29:45,942.38,94.24
2025-06-05 12:29:46,937.50,93.75
2025-06-05 12:29:47,932.62,93.26
2025-06-05 12:29:48,927.73,92.77
2025-06-05 12:29:49,917.97,91.80
2025-06-05 12:29:50,913.09,91.31
2025-06-05 12:29:51,908.20,90.82
2025-06-05 12:29:52,903.32,90.33
2025-06-05 12:29:53,898.44,89.84
2025-06-05 12:29:54,893.55,89.36
2025-06-05 12:29:55,888.67,88.87
2025-06-05 12:29:56,878.91,87.89
2025-06-05 12:29:57,874.02,87.40
2025-06-05 12:29:58,869.14,86.91
2025-06-05 12:29:59,864.26,86.43
2025-06-05 12:30:00,859.38,85.94
2025-06-05 12:30:01,854.49,85.45
2025-06-05 12:30:02,849.61,84.96
2025-06-05 12:30:03,839.84,83.98
2025-06-05 12:30:04,839.84,83.98
2025-06-05 12:30:05,825.20,82.52
2025-06-05 12:30:06,825.20,82.52
2025-06-05 12:30:07,815.43,81.54
2025-06-05 12:30:08,815.43,81.54
2025-06-05 12:30:09,810.55,81.05
2025-06-05 12:30:10,805.66,80.57
2025-06-05 12:30:11,800.78,80.08
2025-06-05 12:30:12,795.90,79.59
2025-06-05 12:30:13,786.13,78.61
2025-06-05 12:30:14,786.13,78.61
2025-06-05 12:30:15,776.37,77.64
2025-06-05 12:30:16,776.37,77.64
2025-06-05 12:30:17,766.60,76.66
2025-06-05 12:30:18,761.72,76.17
2025-06-05 12:30:19,756.84,75.68
2025-06-05 12:30:20,756.84,75.68
2025-06-05 12:30:21,747.07,74.71
2025-06-05 12:30:22,747.07,74.71
2025-06-05 12:30:23,742.19,74.22
2025-06-05 12:30:24,732.42,73.24
2025-06-05 12:30:25,727.54,72.75
2025-06-05 12:30:26,727.54,72.75
2025-06-05 12:30:27,722.66,72.27
2025-06-05 12:30:28,717.77,71.78
2025-06-05 12:30:29,712.89,71.29
2025-06-05 12:30:30,708.01,70.80
2025-06-05 12:30:31,703.13,70.31
2025-06-05 12:30:32,698.24,69.82
2025-06-05 12:30:33,693.36,69.34
2025-06-05 12:30:34,688.48,68.85
2025-06-05 12:30:35,683.59,68.36
2025-06-05 12:30:36,688.48,68.85
2025-06-05 12:30:37,673.83,67.38
2025-06-05 12:30:38,673.83,67.38
2025-06-05 12:30:39,668.95,66.89
2025-06-05 12:30:40,664.06,66.41
2025-06-05 12:30:41,659.18,65.92
2025-06-05 12:30:42,654.30,65.43
2025-06-05 12:30:43,639.65,63.96
2025-06-05 12:30:44,629.88,62.99
2025-06-05 12:30:45,620.12,62.01
2025-06-05 12:30:46,605.47,60.55
2025-06-05 12:30:47,600.59,60.06
2025-06-05 12:30:48,600.59,60.06
2025-06-05 12:30:49,595.70,59.57
2025-06-05 12:30:50,590.82,59.08
2025-06-05 12:30:51,585.94,58.59
2025-06-05 12:30:52,585.94,58.59
2025-06-05 12:30:53,571.29,57.13
2025-06-05 12:30:54,566.41,56.64
2025-06-05 12:30:55,556.64,55.66
2025-06-05 12:30:56,556.64,55.66
2025-06-05 12:30:57,551.76,55.18
2025-06-05 12:30:58,546.88,54.69
2025-06-05 12:30:59,541.99,54.20
2025-06-05 12:31:00,537.11,53.71
