Timestamp,Voltage (mV),Temperature (C)
2025-06-10 14:51:24,644.53,64.45
2025-06-10 14:51:25,639.65,63.96
2025-06-10 14:51:26,634.77,63.48
2025-06-10 14:51:27,629.88,62.99
2025-06-10 14:51:28,625.00,62.50
2025-06-10 14:51:29,625.00,62.50
2025-06-10 14:51:30,620.12,62.01
2025-06-10 14:51:31,615.23,61.52
2025-06-10 14:51:32,605.47,60.55
2025-06-10 14:51:33,600.59,60.06
2025-06-10 14:51:34,610.35,61.04
2025-06-10 14:51:35,600.59,60.06
2025-06-10 14:51:36,600.59,60.06
2025-06-10 14:51:37,595.70,59.57
2025-06-10 14:51:38,590.82,59.08
2025-06-10 14:51:39,590.82,59.08
2025-06-10 14:51:40,590.82,59.08
2025-06-10 14:51:41,585.94,58.59
2025-06-10 14:51:42,585.94,58.59
2025-06-10 14:51:43,581.05,58.11
2025-06-10 14:51:44,576.17,57.62
2025-06-10 14:51:45,576.17,57.62
2025-06-10 14:51:46,571.29,57.13
2025-06-10 14:51:47,571.29,57.13
2025-06-10 14:51:48,566.41,56.64
2025-06-10 14:51:49,566.41,56.64
2025-06-10 14:51:50,561.52,56.15
2025-06-10 14:51:51,561.52,56.15
2025-06-10 14:51:52,556.64,55.66
2025-06-10 14:51:53,551.76,55.18
2025-06-10 14:51:54,551.76,55.18
2025-06-10 14:51:55,546.88,54.69
2025-06-10 14:51:56,551.76,55.18
2025-06-10 14:51:57,546.88,54.69
2025-06-10 14:51:58,541.99,54.20
2025-06-10 14:51:59,537.11,53.71
2025-06-10 14:52:00,537.11,53.71
2025-06-10 14:52:01,532.23,53.22
2025-06-10 14:52:02,532.23,53.22
2025-06-10 14:52:03,532.23,53.22
2025-06-10 14:52:04,527.34,52.73
2025-06-10 14:52:05,527.34,52.73
2025-06-10 14:52:06,522.46,52.25
2025-06-10 14:52:07,522.46,52.25
2025-06-10 14:52:08,517.58,51.76
2025-06-10 14:52:09,512.70,51.27
2025-06-10 14:52:10,512.70,51.27
2025-06-10 14:52:11,512.70,51.27
2025-06-10 14:52:12,507.81,50.78
2025-06-10 14:52:13,507.81,50.78
2025-06-10 14:52:14,502.93,50.29
2025-06-10 14:52:15,502.93,50.29
2025-06-10 14:52:16,502.93,50.29
2025-06-10 14:52:17,502.93,50.29
2025-06-10 14:52:18,498.05,49.80
2025-06-10 14:52:19,493.16,49.32
2025-06-10 14:52:20,493.16,49.32
2025-06-10 14:52:21,493.16,49.32
2025-06-10 14:52:22,488.28,48.83
2025-06-10 14:52:23,488.28,48.83
2025-06-10 14:52:24,483.40,48.34
2025-06-10 14:52:25,483.40,48.34
2025-06-10 14:52:26,478.52,47.85
2025-06-10 14:52:27,478.52,47.85
2025-06-10 14:52:28,468.75,46.88
2025-06-10 14:52:29,473.63,47.36
2025-06-10 14:52:30,473.63,47.36
2025-06-10 14:52:31,468.75,46.88
2025-06-10 14:52:32,468.75,46.88
2025-06-10 14:52:33,463.87,46.39
2025-06-10 14:52:34,463.87,46.39
2025-06-10 14:52:35,458.98,45.90
2025-06-10 14:52:36,458.98,45.90
2025-06-10 14:52:37,458.98,45.90
2025-06-10 14:52:38,454.10,45.41
2025-06-10 14:52:39,454.10,45.41
2025-06-10 14:52:40,454.10,45.41
2025-06-10 14:52:41,454.10,45.41
2025-06-10 14:52:42,449.22,44.92
2025-06-10 14:52:43,449.22,44.92
2025-06-10 14:52:44,449.22,44.92
2025-06-10 14:52:45,444.34,44.43
2025-06-10 14:52:46,444.34,44.43
2025-06-10 14:52:47,444.34,44.43
2025-06-10 14:52:48,444.34,44.43
2025-06-10 14:52:49,444.34,44.43
2025-06-10 14:52:50,444.34,44.43
2025-06-10 14:52:51,439.45,43.95
2025-06-10 14:52:52,434.57,43.46
2025-06-10 14:52:53,434.57,43.46
2025-06-10 14:52:54,434.57,43.46
2025-06-10 14:52:55,434.57,43.46
2025-06-10 14:52:56,429.69,42.97
2025-06-10 14:52:57,434.57,43.46
2025-06-10 14:52:58,429.69,42.97
2025-06-10 14:52:59,429.69,42.97
2025-06-10 14:53:00,424.80,42.48
2025-06-10 14:53:01,424.80,42.48
2025-06-10 14:53:02,424.80,42.48
2025-06-10 14:53:03,424.80,42.48
2025-06-10 14:53:04,424.80,42.48
2025-06-10 14:53:05,419.92,41.99
2025-06-10 14:53:06,419.92,41.99
2025-06-10 14:53:07,419.92,41.99
2025-06-10 14:53:08,419.92,41.99
2025-06-10 14:53:09,415.04,41.50
2025-06-10 14:53:10,415.04,41.50
2025-06-10 14:53:11,415.04,41.50
2025-06-10 14:53:12,415.04,41.50
2025-06-10 14:53:13,415.04,41.50
2025-06-10 14:53:14,410.16,41.02
2025-06-10 14:53:15,415.04,41.50
2025-06-10 14:53:16,410.16,41.02
2025-06-10 14:53:17,410.16,41.02
2025-06-10 14:53:18,405.27,40.53
2025-06-10 14:53:19,405.27,40.53
2025-06-10 14:53:20,405.27,40.53
2025-06-10 14:53:21,400.39,40.04
2025-06-10 14:53:22,400.39,40.04
2025-06-10 14:53:23,405.27,40.53
2025-06-10 14:53:24,400.39,40.04
2025-06-10 14:53:25,400.39,40.04
2025-06-10 14:53:26,400.39,40.04
2025-06-10 14:53:27,400.39,40.04
2025-06-10 14:53:28,395.51,39.55
2025-06-10 14:53:29,395.51,39.55
2025-06-10 14:53:30,395.51,39.55
2025-06-10 14:53:31,395.51,39.55
2025-06-10 14:53:32,390.63,39.06
2025-06-10 14:53:33,390.63,39.06
2025-06-10 14:53:34,390.63,39.06
