Timestamp,Voltage (mV),Temperature (C)
2025-06-10 15:33:57,268.55,26.86
2025-06-10 15:33:58,268.55,26.86
2025-06-10 15:33:59,273.44,27.34
2025-06-10 15:34:00,278.32,27.83
2025-06-10 15:34:01,278.32,27.83
2025-06-10 15:34:02,278.32,27.83
2025-06-10 15:34:03,288.09,28.81
2025-06-10 15:34:04,292.97,29.30
2025-06-10 15:34:05,302.73,30.27
2025-06-10 15:34:06,307.62,30.76
2025-06-10 15:34:07,307.62,30.76
2025-06-10 15:34:08,312.50,31.25
2025-06-10 15:34:09,312.50,31.25
2025-06-10 15:34:10,322.27,32.23
2025-06-10 15:34:11,327.15,32.71
2025-06-10 15:34:12,332.03,33.20
2025-06-10 15:34:13,336.91,33.69
2025-06-10 15:34:14,346.68,34.67
2025-06-10 15:34:15,346.68,34.67
2025-06-10 15:34:16,356.45,35.64
2025-06-10 15:34:17,366.21,36.62
2025-06-10 15:34:18,366.21,36.62
2025-06-10 15:34:19,371.09,37.11
2025-06-10 15:34:20,380.86,38.09
2025-06-10 15:34:21,385.74,38.57
2025-06-10 15:34:22,390.63,39.06
2025-06-10 15:34:23,400.39,40.04
2025-06-10 15:34:24,400.39,40.04
2025-06-10 15:34:25,405.27,40.53
2025-06-10 15:34:26,415.04,41.50
2025-06-10 15:34:27,419.92,41.99
2025-06-10 15:34:28,424.80,42.48
2025-06-10 15:34:29,434.57,43.46
2025-06-10 15:34:30,444.34,44.43
2025-06-10 15:34:31,444.34,44.43
2025-06-10 15:34:32,454.10,45.41
2025-06-10 15:34:33,458.98,45.90
2025-06-10 15:34:34,463.87,46.39
2025-06-10 15:34:35,468.75,46.88
2025-06-10 15:34:36,478.52,47.85
2025-06-10 15:34:37,483.40,48.34
2025-06-10 15:34:38,488.28,48.83
2025-06-10 15:34:39,493.16,49.32
2025-06-10 15:34:40,498.05,49.80
2025-06-10 15:34:41,507.81,50.78
2025-06-10 15:34:42,512.70,51.27
2025-06-10 15:34:43,517.58,51.76
2025-06-10 15:34:44,522.46,52.25
2025-06-10 15:34:45,532.23,53.22
2025-06-10 15:34:46,537.11,53.71
2025-06-10 15:34:47,541.99,54.20
2025-06-10 15:34:48,546.88,54.69
2025-06-10 15:34:49,551.76,55.18
2025-06-10 15:34:50,561.52,56.15
2025-06-10 15:34:51,566.41,56.64
2025-06-10 15:34:52,571.29,57.13
2025-06-10 15:34:53,576.17,57.62
2025-06-10 15:34:54,585.94,58.59
2025-06-10 15:34:55,585.94,58.59
2025-06-10 15:34:56,595.70,59.57
2025-06-10 15:34:57,600.59,60.06
2025-06-10 15:34:58,605.47,60.55
2025-06-10 15:34:59,605.47,60.55
2025-06-10 15:35:00,615.23,61.52
2025-06-10 15:35:01,620.12,62.01
2025-06-10 15:35:02,625.00,62.50
2025-06-10 15:35:03,629.88,62.99
2025-06-10 15:35:04,634.77,63.48
2025-06-10 15:35:05,639.65,63.96
2025-06-10 15:35:06,644.53,64.45
2025-06-10 15:35:07,649.41,64.94
2025-06-10 15:35:08,654.30,65.43
2025-06-10 15:35:09,659.18,65.92
2025-06-10 15:35:10,664.06,66.41
2025-06-10 15:35:11,673.83,67.38
2025-06-10 15:35:12,673.83,67.38
2025-06-10 15:35:13,683.59,68.36
2025-06-10 15:35:14,688.48,68.85
2025-06-10 15:35:15,693.36,69.34
2025-06-10 15:35:16,698.24,69.82
2025-06-10 15:35:17,703.13,70.31
2025-06-10 15:35:18,708.01,70.80
2025-06-10 15:35:19,712.89,71.29
2025-06-10 15:35:20,717.77,71.78
2025-06-10 15:35:21,722.66,72.27
2025-06-10 15:35:22,727.54,72.75
2025-06-10 15:35:23,732.42,73.24
2025-06-10 15:35:24,737.30,73.73
2025-06-10 15:35:25,742.19,74.22
2025-06-10 15:35:26,747.07,74.71
2025-06-10 15:35:27,751.95,75.20
2025-06-10 15:35:28,756.84,75.68
2025-06-10 15:35:29,761.72,76.17
2025-06-10 15:35:30,771.48,77.15
2025-06-10 15:35:31,771.48,77.15
2025-06-10 15:35:32,776.37,77.64
2025-06-10 15:35:33,781.25,78.12
2025-06-10 15:35:34,786.13,78.61
2025-06-10 15:35:35,791.02,79.10
2025-06-10 15:35:36,795.90,79.59
2025-06-10 15:35:37,800.78,80.08
2025-06-10 15:35:38,805.66,80.57
2025-06-10 15:35:39,810.55,81.05
2025-06-10 15:35:40,815.43,81.54
2025-06-10 15:35:41,815.43,81.54
2025-06-10 15:35:42,820.31,82.03
2025-06-10 15:35:43,830.08,83.01
2025-06-10 15:35:44,834.96,83.50
2025-06-10 15:35:45,834.96,83.50
2025-06-10 15:35:46,844.73,84.47
2025-06-10 15:35:47,844.73,84.47
2025-06-10 15:35:48,849.61,84.96
2025-06-10 15:35:49,854.49,85.45
2025-06-10 15:35:50,859.38,85.94
2025-06-10 15:35:51,869.14,86.91
2025-06-10 15:35:52,869.14,86.91
2025-06-10 15:35:53,878.91,87.89
2025-06-10 15:35:54,883.79,88.38
2025-06-10 15:35:55,888.67,88.87
2025-06-10 15:35:56,893.55,89.36
2025-06-10 15:35:57,888.67,88.87
2025-06-10 15:35:58,893.55,89.36
2025-06-10 15:35:59,898.44,89.84
2025-06-10 15:36:00,903.32,90.33
2025-06-10 15:36:01,908.20,90.82
2025-06-10 15:36:02,913.09,91.31
2025-06-10 15:36:03,913.09,91.31
2025-06-10 15:36:04,922.85,92.29
2025-06-10 15:36:05,932.62,93.26
2025-06-10 15:36:06,932.62,93.26
2025-06-10 15:36:07,932.62,93.26
2025-06-10 15:36:08,937.50,93.75
2025-06-10 15:36:09,942.38,94.24
2025-06-10 15:36:10,947.27,94.73
2025-06-10 15:36:11,952.15,95.21
2025-06-10 15:36:12,957.03,95.70
2025-06-10 15:36:13,957.03,95.70
2025-06-10 15:36:14,961.91,96.19
2025-06-10 15:36:15,966.80,96.68
2025-06-10 15:36:16,971.68,97.17
2025-06-10 15:36:17,971.68,97.17
2025-06-10 15:36:18,976.56,97.66
2025-06-10 15:36:19,981.45,98.14
2025-06-10 15:36:20,986.33,98.63
2025-06-10 15:36:21,991.21,99.12
2025-06-10 15:36:22,991.21,99.12
2025-06-10 15:36:23,996.09,99.61
2025-06-10 15:36:24,1000.98,100.10
2025-06-10 15:36:25,1005.86,100.59
2025-06-10 15:36:26,1005.86,100.59
2025-06-10 15:36:27,1010.74,101.07
2025-06-10 15:36:28,1015.63,101.56
2025-06-10 15:36:29,1020.51,102.05
2025-06-10 15:36:30,1025.39,102.54
2025-06-10 15:36:31,1025.39,102.54
2025-06-10 15:36:32,1030.27,103.03
2025-06-10 15:36:33,1030.27,103.03
2025-06-10 15:36:34,1035.16,103.52
2025-06-10 15:36:35,1040.04,104.00
2025-06-10 15:36:36,1044.92,104.49
2025-06-10 15:36:37,1049.80,104.98
2025-06-10 15:36:38,1049.80,104.98
2025-06-10 15:36:39,1054.69,105.47
2025-06-10 15:36:40,1059.57,105.96
2025-06-10 15:36:41,1059.57,105.96
2025-06-10 15:36:42,1069.34,106.93
2025-06-10 15:36:43,1069.34,106.93
2025-06-10 15:36:44,1074.22,107.42
2025-06-10 15:36:45,1079.10,107.91
2025-06-10 15:36:46,1079.10,107.91
2025-06-10 15:36:47,1083.98,108.40
2025-06-10 15:36:48,1088.87,108.89
2025-06-10 15:36:49,1088.87,108.89
2025-06-10 15:36:50,1093.75,109.37
2025-06-10 15:36:51,1098.63,109.86
2025-06-10 15:36:52,1098.63,109.86
2025-06-10 15:36:53,1103.52,110.35
2025-06-10 15:36:54,1103.52,110.35
2025-06-10 15:36:55,1108.40,110.84
2025-06-10 15:36:56,1113.28,111.33
2025-06-10 15:36:57,1113.28,111.33
2025-06-10 15:36:58,1118.16,111.82
2025-06-10 15:36:59,1123.05,112.30
2025-06-10 15:37:00,1123.05,112.30
2025-06-10 15:37:01,1127.93,112.79
2025-06-10 15:37:02,1132.81,113.28
2025-06-10 15:37:03,1132.81,113.28
2025-06-10 15:37:04,1137.70,113.77
2025-06-10 15:37:05,1142.58,114.26
2025-06-10 15:37:06,1147.46,114.75
2025-06-10 15:37:07,1147.46,114.75
2025-06-10 15:37:08,1157.23,115.72
2025-06-10 15:37:09,1157.23,115.72
2025-06-10 15:37:10,1157.23,115.72
2025-06-10 15:37:11,1157.23,115.72
2025-06-10 15:37:12,1162.11,116.21
2025-06-10 15:37:13,1162.11,116.21
2025-06-10 15:37:14,1166.99,116.70
2025-06-10 15:37:15,1171.88,117.19
2025-06-10 15:37:16,1171.88,117.19
2025-06-10 15:37:17,1176.76,117.68
2025-06-10 15:37:18,1176.76,117.68
2025-06-10 15:37:19,1181.64,118.16
2025-06-10 15:37:20,1186.52,118.65
2025-06-10 15:37:21,1186.52,118.65
2025-06-10 15:37:22,1191.41,119.14
2025-06-10 15:37:23,1191.41,119.14
2025-06-10 15:37:24,1191.41,119.14
2025-06-10 15:37:25,1196.29,119.63
2025-06-10 15:37:26,1201.17,120.12
2025-06-10 15:37:27,1201.17,120.12
2025-06-10 15:37:28,1206.05,120.61
2025-06-10 15:37:29,1206.05,120.61
2025-06-10 15:37:30,1210.94,121.09
2025-06-10 15:37:31,1210.94,121.09
2025-06-10 15:37:32,1220.70,122.07
2025-06-10 15:37:33,1215.82,121.58
2025-06-10 15:37:34,1225.59,122.56
2025-06-10 15:37:35,1225.59,122.56
2025-06-10 15:37:36,1225.59,122.56
2025-06-10 15:37:37,1230.47,123.05
2025-06-10 15:37:38,1230.47,123.05
2025-06-10 15:37:39,1235.35,123.54
2025-06-10 15:37:40,1235.35,123.54
2025-06-10 15:37:41,1240.23,124.02
2025-06-10 15:37:42,1240.23,124.02
2025-06-10 15:37:43,1245.12,124.51
2025-06-10 15:37:44,1250.00,125.00
2025-06-10 15:37:45,1250.00,125.00
2025-06-10 15:37:46,1254.88,125.49
2025-06-10 15:37:47,1254.88,125.49
2025-06-10 15:37:48,1259.77,125.98
2025-06-10 15:37:49,1259.77,125.98
2025-06-10 15:37:50,1259.77,125.98
2025-06-10 15:37:51,1264.65,126.46
2025-06-10 15:37:52,1264.65,126.46
2025-06-10 15:37:53,1269.53,126.95
2025-06-10 15:37:54,1269.53,126.95
2025-06-10 15:37:55,1274.41,127.44
2025-06-10 15:37:56,1274.41,127.44
2025-06-10 15:37:57,1289.06,128.91
2025-06-10 15:37:58,1289.06,128.91
2025-06-10 15:37:59,1289.06,128.91
2025-06-10 15:38:00,1289.06,128.91
2025-06-10 15:38:01,1284.18,128.42
2025-06-10 15:38:02,1284.18,128.42
2025-06-10 15:38:03,1289.06,128.91
2025-06-10 15:38:04,1293.95,129.39
2025-06-10 15:38:05,1293.95,129.39
2025-06-10 15:38:06,1298.83,129.88
2025-06-10 15:38:07,1298.83,129.88
2025-06-10 15:38:08,1303.71,130.37
2025-06-10 15:38:09,1303.71,130.37
2025-06-10 15:38:10,1308.59,130.86
2025-06-10 15:38:11,1308.59,130.86
2025-06-10 15:38:12,1308.59,130.86
2025-06-10 15:38:13,1313.48,131.35
2025-06-10 15:38:14,1313.48,131.35
2025-06-10 15:38:15,1318.36,131.84
2025-06-10 15:38:16,1318.36,131.84
2025-06-10 15:38:17,1318.36,131.84
2025-06-10 15:38:18,1323.24,132.32
2025-06-10 15:38:19,1323.24,132.32
2025-06-10 15:38:20,1323.24,132.32
2025-06-10 15:38:21,1328.13,132.81
2025-06-10 15:38:22,1328.13,132.81
2025-06-10 15:38:23,1328.13,132.81
2025-06-10 15:38:24,1333.01,133.30
2025-06-10 15:38:25,1333.01,133.30
2025-06-10 15:38:26,1337.89,133.79
2025-06-10 15:38:27,1337.89,133.79
2025-06-10 15:38:28,1337.89,133.79
2025-06-10 15:38:29,1342.77,134.28
2025-06-10 15:38:30,1342.77,134.28
2025-06-10 15:38:31,1342.77,134.28
2025-06-10 15:38:32,1347.66,134.77
2025-06-10 15:38:33,1347.66,134.77
2025-06-10 15:38:34,1347.66,134.77
2025-06-10 15:38:35,1352.54,135.25
2025-06-10 15:38:36,1352.54,135.25
2025-06-10 15:38:37,1352.54,135.25
2025-06-10 15:38:38,1362.30,136.23
2025-06-10 15:38:39,1362.30,136.23
2025-06-10 15:38:40,1362.30,136.23
2025-06-10 15:38:41,1362.30,136.23
2025-06-10 15:38:42,1367.19,136.72
2025-06-10 15:38:43,1367.19,136.72
2025-06-10 15:38:44,1372.07,137.21
2025-06-10 15:38:45,1367.19,136.72
2025-06-10 15:38:46,1372.07,137.21
2025-06-10 15:38:47,1372.07,137.21
2025-06-10 15:38:48,1376.95,137.70
2025-06-10 15:38:49,1376.95,137.70
2025-06-10 15:38:50,1376.95,137.70
2025-06-10 15:38:51,1376.95,137.70
2025-06-10 15:38:52,1381.84,138.18
2025-06-10 15:38:53,1381.84,138.18
2025-06-10 15:38:54,1381.84,138.18
2025-06-10 15:38:55,1386.72,138.67
2025-06-10 15:38:56,1386.72,138.67
2025-06-10 15:38:57,1386.72,138.67
2025-06-10 15:38:58,1391.60,139.16
2025-06-10 15:38:59,1401.37,140.14
2025-06-10 15:39:00,1396.48,139.65
2025-06-10 15:39:01,1391.60,139.16
2025-06-10 15:39:02,1396.48,139.65
2025-06-10 15:39:03,1396.48,139.65
2025-06-10 15:39:04,1401.37,140.14
2025-06-10 15:39:05,1401.37,140.14
2025-06-10 15:39:06,1401.37,140.14
2025-06-10 15:39:07,1401.37,140.14
2025-06-10 15:39:08,1406.25,140.63
2025-06-10 15:39:09,1406.25,140.63
2025-06-10 15:39:10,1411.13,141.11
2025-06-10 15:39:11,1411.13,141.11
2025-06-10 15:39:12,1411.13,141.11
2025-06-10 15:39:13,1411.13,141.11
2025-06-10 15:39:14,1411.13,141.11
2025-06-10 15:39:15,1430.66,143.07
2025-06-10 15:39:16,1416.02,141.60
2025-06-10 15:39:17,1411.13,141.11
2025-06-10 15:39:18,1420.90,142.09
2025-06-10 15:39:19,1420.90,142.09
2025-06-10 15:39:20,1420.90,142.09
2025-06-10 15:39:21,1420.90,142.09
2025-06-10 15:39:22,1425.78,142.58
2025-06-10 15:39:23,1420.90,142.09
2025-06-10 15:39:24,1425.78,142.58
2025-06-10 15:39:25,1425.78,142.58
2025-06-10 15:39:26,1430.66,143.07
2025-06-10 15:39:27,1430.66,143.07
2025-06-10 15:39:28,1430.66,143.07
2025-06-10 15:39:29,1430.66,143.07
2025-06-10 15:39:30,1435.55,143.55
2025-06-10 15:39:31,1430.66,143.07
2025-06-10 15:39:32,1435.55,143.55
2025-06-10 15:39:33,1435.55,143.55
2025-06-10 15:39:34,1435.55,143.55
2025-06-10 15:39:35,1435.55,143.55
2025-06-10 15:39:36,1440.43,144.04
2025-06-10 15:39:37,1435.55,143.55
2025-06-10 15:39:38,1440.43,144.04
2025-06-10 15:39:39,1440.43,144.04
2025-06-10 15:39:40,1445.31,144.53
2025-06-10 15:39:41,1445.31,144.53
2025-06-10 15:39:42,1445.31,144.53
2025-06-10 15:39:43,1445.31,144.53
2025-06-10 15:39:44,1450.20,145.02
2025-06-10 15:39:45,1445.31,144.53
2025-06-10 15:39:46,1450.20,145.02
2025-06-10 15:39:47,1450.20,145.02
2025-06-10 15:39:48,1455.08,145.51
2025-06-10 15:39:49,1450.20,145.02
2025-06-10 15:39:50,1455.08,145.51
2025-06-10 15:39:51,1455.08,145.51
2025-06-10 15:39:52,1455.08,145.51
2025-06-10 15:39:53,1459.96,146.00
2025-06-10 15:39:54,1459.96,146.00
2025-06-10 15:39:55,1459.96,146.00
2025-06-10 15:39:56,1459.96,146.00
2025-06-10 15:39:57,1459.96,146.00
2025-06-10 15:39:58,1464.84,146.48
2025-06-10 15:39:59,1464.84,146.48
2025-06-10 15:40:00,1464.84,146.48
2025-06-10 15:40:01,1464.84,146.48
2025-06-10 15:40:02,1469.73,146.97
2025-06-10 15:40:03,1469.73,146.97
2025-06-10 15:40:04,1469.73,146.97
2025-06-10 15:40:05,1469.73,146.97
2025-06-10 15:40:06,1474.61,147.46
2025-06-10 15:40:07,1469.73,146.97
2025-06-10 15:40:08,1474.61,147.46
2025-06-10 15:40:09,1474.61,147.46
2025-06-10 15:40:10,1474.61,147.46
2025-06-10 15:40:11,1474.61,147.46
2025-06-10 15:40:12,1474.61,147.46
2025-06-10 15:40:13,1479.49,147.95
2025-06-10 15:40:14,1479.49,147.95
2025-06-10 15:40:15,1474.61,147.46
2025-06-10 15:40:16,1479.49,147.95
2025-06-10 15:40:17,1479.49,147.95
2025-06-10 15:40:18,1479.49,147.95
2025-06-10 15:40:19,1479.49,147.95
2025-06-10 15:40:20,1484.38,148.44
2025-06-10 15:40:21,1479.49,147.95
2025-06-10 15:40:22,1484.38,148.44
2025-06-10 15:40:23,1484.38,148.44
2025-06-10 15:40:24,1489.26,148.93
2025-06-10 15:40:25,1489.26,148.93
2025-06-10 15:40:26,1489.26,148.93
2025-06-10 15:40:27,1489.26,148.93
2025-06-10 15:40:28,1489.26,148.93
2025-06-10 15:40:29,1489.26,148.93
2025-06-10 15:40:30,1494.14,149.41
2025-06-10 15:40:31,1494.14,149.41
2025-06-10 15:40:32,1494.14,149.41
2025-06-10 15:40:33,1494.14,149.41
2025-06-10 15:40:34,1494.14,149.41
2025-06-10 15:40:35,1494.14,149.41
2025-06-10 15:40:36,1499.02,149.90
2025-06-10 15:40:37,1494.14,149.41
2025-06-10 15:40:38,1494.14,149.41
2025-06-10 15:40:39,1494.14,149.41
2025-06-10 15:40:40,1499.02,149.90
2025-06-10 15:40:41,1508.79,150.88
2025-06-10 15:40:42,1499.02,149.90
2025-06-10 15:40:43,1494.14,149.41
2025-06-10 15:40:44,1503.91,150.39
