Timestamp,Voltage (mV),Temperature (C)
2025-06-10 15:13:06,1259.77,125.98
2025-06-10 15:13:07,1259.77,125.98
2025-06-10 15:13:08,1254.88,125.49
2025-06-10 15:13:09,1250.00,125.00
2025-06-10 15:13:10,1250.00,125.00
2025-06-10 15:13:11,1250.00,125.00
2025-06-10 15:13:12,1245.12,124.51
2025-06-10 15:13:13,1240.23,124.02
2025-06-10 15:13:14,1235.35,123.54
2025-06-10 15:13:15,1235.35,123.54
2025-06-10 15:13:16,1230.47,123.05
2025-06-10 15:13:17,1225.59,122.56
2025-06-10 15:13:18,1220.70,122.07
2025-06-10 15:13:19,1220.70,122.07
2025-06-10 15:13:20,1215.82,121.58
2025-06-10 15:13:21,1210.94,121.09
2025-06-10 15:13:22,1206.05,120.61
2025-06-10 15:13:23,1206.05,120.61
2025-06-10 15:13:24,1201.17,120.12
2025-06-10 15:13:25,1201.17,120.12
2025-06-10 15:13:26,1196.29,119.63
2025-06-10 15:13:27,1196.29,119.63
2025-06-10 15:13:28,1191.41,119.14
2025-06-10 15:13:29,1191.41,119.14
2025-06-10 15:13:30,1186.52,118.65
2025-06-10 15:13:31,1186.52,118.65
2025-06-10 15:13:32,1176.76,117.68
2025-06-10 15:13:33,1176.76,117.68
2025-06-10 15:13:34,1171.88,117.19
2025-06-10 15:13:35,1171.88,117.19
2025-06-10 15:13:36,1166.99,116.70
2025-06-10 15:13:37,1162.11,116.21
2025-06-10 15:13:38,1162.11,116.21
2025-06-10 15:13:39,1157.23,115.72
2025-06-10 15:13:40,1152.34,115.23
2025-06-10 15:13:41,1157.23,115.72
2025-06-10 15:13:42,1152.34,115.23
2025-06-10 15:13:43,1147.46,114.75
2025-06-10 15:13:44,1147.46,114.75
2025-06-10 15:13:45,1142.58,114.26
2025-06-10 15:13:46,1137.70,113.77
2025-06-10 15:13:47,1137.70,113.77
2025-06-10 15:13:48,1132.81,113.28
2025-06-10 15:13:49,1137.70,113.77
2025-06-10 15:13:50,1127.93,112.79
2025-06-10 15:13:51,1127.93,112.79
2025-06-10 15:13:52,1123.05,112.30
2025-06-10 15:13:53,1132.81,113.28
2025-06-10 15:13:54,1123.05,112.30
2025-06-10 15:13:55,1123.05,112.30
2025-06-10 15:13:56,1123.05,112.30
2025-06-10 15:13:57,1132.81,113.28
2025-06-10 15:13:58,1118.16,111.82
2025-06-10 15:13:59,1118.16,111.82
2025-06-10 15:14:00,1113.28,111.33
2025-06-10 15:14:01,1108.40,110.84
2025-06-10 15:14:02,1108.40,110.84
2025-06-10 15:14:03,1108.40,110.84
2025-06-10 15:14:04,1103.52,110.35
2025-06-10 15:14:05,1108.40,110.84
2025-06-10 15:14:06,1103.52,110.35
2025-06-10 15:14:07,1103.52,110.35
2025-06-10 15:14:08,1098.63,109.86
2025-06-10 15:14:09,1108.40,110.84
2025-06-10 15:14:10,1098.63,109.86
2025-06-10 15:14:11,1098.63,109.86
2025-06-10 15:14:12,1093.75,109.37
2025-06-10 15:14:13,1098.63,109.86
2025-06-10 15:14:14,1093.75,109.37
2025-06-10 15:14:15,1093.75,109.37
2025-06-10 15:14:16,1088.87,108.89
2025-06-10 15:14:17,1088.87,108.89
2025-06-10 15:14:18,1083.98,108.40
2025-06-10 15:14:19,1088.87,108.89
2025-06-10 15:14:20,1088.87,108.89
2025-06-10 15:14:21,1079.10,107.91
2025-06-10 15:14:22,1079.10,107.91
2025-06-10 15:14:23,1079.10,107.91
2025-06-10 15:14:24,1079.10,107.91
2025-06-10 15:14:25,1079.10,107.91
2025-06-10 15:14:26,1074.22,107.42
2025-06-10 15:14:27,1074.22,107.42
2025-06-10 15:14:28,1069.34,106.93
2025-06-10 15:14:29,1069.34,106.93
2025-06-10 15:14:30,1069.34,106.93
2025-06-10 15:14:31,1069.34,106.93
2025-06-10 15:14:32,1064.45,106.45
2025-06-10 15:14:33,1064.45,106.45
2025-06-10 15:14:34,1064.45,106.45
2025-06-10 15:14:35,1064.45,106.45
2025-06-10 15:14:36,1059.57,105.96
2025-06-10 15:14:37,1059.57,105.96
2025-06-10 15:14:38,1059.57,105.96
2025-06-10 15:14:39,1059.57,105.96
2025-06-10 15:14:40,1059.57,105.96
2025-06-10 15:14:41,1054.69,105.47
2025-06-10 15:14:42,1054.69,105.47
2025-06-10 15:14:43,1054.69,105.47
2025-06-10 15:14:44,1049.80,104.98
2025-06-10 15:14:45,1049.80,104.98
2025-06-10 15:14:47,1049.80,104.98
2025-06-10 15:14:48,1049.80,104.98
2025-06-10 15:14:49,1049.80,104.98
2025-06-10 15:14:50,1044.92,104.49
2025-06-10 15:14:51,1044.92,104.49
2025-06-10 15:14:52,1044.92,104.49
2025-06-10 15:14:53,1044.92,104.49
2025-06-10 15:14:54,1044.92,104.49
2025-06-10 15:14:55,1040.04,104.00
2025-06-10 15:14:56,1040.04,104.00
2025-06-10 15:14:57,1035.16,103.52
