Time (s),Temperature (C)
0.0,122.95200466200471
1.0,122.84540792540797
2.0,122.72344211344218
3.0,122.58610722610729
4.0,122.43340326340332
5.0,122.26533022533057
6.0,122.12944832944868
7.0,121.96414141414176
8.0,121.7364335664339
9.0,121.43058275058308
10.0,121.03627039627072
11.0,120.66174825174859
12.0,120.16912198912233
13.0,119.72281274281306
14.0,119.32156177156212
15.0,118.9698290598294
16.0,118.57383838383873
17.0,118.22018648018683
18.0,117.84079254079286
19.0,117.51872571872605
20.0,117.13825951825983
21.0,116.79911421911454
22.0,116.39278943278975
23.0,116.09411033411065
24.0,115.74333333333367
25.0,115.44647241647276
26.0,115.12092463092495
27.0,114.85526806526839
28.0,114.55256410256443
29.0,114.30167055167088
30.0,113.94358974359005
31.0,113.65969696969728
32.0,113.37642579642612
33.0,113.11444444444476
34.0,112.84564102564134
35.0,112.61975912975943
36.0,112.38021756021787
37.0,112.20064491064522
38.0,111.9143278943282
39.0,111.73104895104926
40.0,111.47957264957296
41.0,111.33594405594437
42.0,111.15649572649606
43.0,110.98225330225362
44.0,110.73592074592104
45.0,110.46711732711763
46.0,110.10634032634063
47.0,109.82714840714873
48.0,109.45259518259547
49.0,109.17058275058305
50.0,108.88822843822874
51.0,108.63268065268096
52.0,108.3686013986017
53.0,108.12951048951079
54.0,107.83760683760714
55.0,107.5836519036522
56.0,107.29045066045096
57.0,107.14488733488764
58.0,106.91488733488764
59.0,106.79588966588996
60.0,106.6921212121215
61.0,106.5561616161619
62.0,106.39146076146106
63.0,106.21888111888141
64.0,106.06167055167084
65.0,105.87174825174854
66.0,105.68042735042764
67.0,105.53202020202049
68.0,105.31968919968949
69.0,105.20881895881924
70.0,105.11688422688451
71.0,105.01146853146882
72.0,104.853962703963
73.0,104.71959595959625
74.0,104.56709401709429
75.0,104.39320124320155
76.0,104.23900543900574
77.0,104.08671328671358
78.0,103.89787101787131
79.0,103.73415695415724
80.0,103.61993783993813
81.0,103.52990675990706
82.0,103.4059285159288
83.0,103.26117327117356
84.0,103.11843045843074
85.0,102.98797202797232
86.0,102.87817404817433
87.0,102.76466200466228
88.0,102.66571095571123
89.0,102.55285936285964
90.0,102.4898368298371
91.0,102.46498834498861
92.0,102.33062937062965
93.0,102.2121445221448
94.0,102.02978243978272
95.0,101.88557886557915
96.0,101.81756021756048
97.0,101.71921522921552
98.0,101.6436208236211
99.0,101.59397047397074
100.0,101.51782439782467
101.0,101.3565501165504
102.0,101.18781662781691
103.0,101.04094017094046
104.0,100.84243978244007
105.0,100.72867132867162
106.0,100.6447319347322
107.0,100.49545454545482
108.0,100.40912198912226
109.0,100.31731934731961
110.0,100.16011655011683
111.0,100.01094017094044
112.0,99.92775446775472
113.0,99.84407925407953
114.0,99.78899766899796
115.0,99.74324009324037
116.0,99.66040404040432
117.0,99.59640248640277
118.0,99.54889665889694
119.0,99.45919191919218
120.0,99.3829992229995
121.0,99.31833721833749
122.0,99.23309246309275
123.0,99.12888888888915
124.0,99.02857031857059
125.0,98.9203341103344
126.0,98.81598290598318
127.0,98.76125874125903
128.0,98.67978243978273
129.0,98.57317793317821
130.0,98.50883449883479
131.0,98.426596736597
132.0,98.39651903651931
133.0,98.31656565656594
134.0,98.21947940947967
135.0,98.1242968142971
136.0,98.07718725718753
137.0,98.01519813519842
138.0,97.90931623931651
139.0,97.76136752136779
140.0,97.65236985237011
141.0,97.49848484848512
142.0,97.45992229992258
143.0,97.37631701631729
144.0,97.31764568764595
145.0,97.26822066822093
146.0,97.24700077700105
147.0,97.21806526806553
148.0,97.16790986791013
149.0,97.10515928515956
150.0,97.01412587412614
151.0,96.89282828282857
152.0,96.80857808857836
153.0,96.69124320124347
154.0,96.58719502719528
155.0,96.49445221445247
156.0,96.42445998446026
157.0,96.36596736596765
158.0,96.27988344988371
159.0,96.25303807303834
160.0,96.22448329448355
161.0,96.17472416472442
162.0,96.14251748251775
163.0,96.0737218337221
164.0,96.02803418803445
165.0,95.98595959595987
166.0,95.9282828282831
167.0,95.85891219891248
168.0,95.76875679875707
169.0,95.73782439782467
170.0,95.70306138306165
171.0,95.62383061383089
172.0,95.60445221445248
173.0,95.52880341880369
174.0,95.5111033411036
175.0,95.5069075369078
176.0,95.47676767676795
177.0,95.44792540792567
178.0,95.37166278166303
179.0,95.29026418026444
180.0,95.20174825174853
181.0,95.04588189588215
182.0,94.9208158508161
183.0,94.81086247086273
184.0,94.74868686868713
185.0,94.68128982129008
186.0,94.68925407925434
187.0,94.66574980575007
188.0,94.64062160062186
189.0,94.58046620046646
190.0,94.55495726495752
191.0,94.49898989899016
192.0,94.45111888111914
193.0,94.36923076923102
194.0,94.26784770784798
195.0,94.18552447552474
196.0,94.18647241647268
197.0,94.06948717948745
198.0,93.99615384615412
199.0,93.9400699300702
200.0,93.97083139083163
201.0,93.97604506604533
202.0,93.97352758352785
203.0,93.93344988345014
204.0,93.8933799533802
205.0,93.8248329448332
206.0,93.71275058275084
207.0,93.55106449106476
208.0,93.43341103341129
209.0,93.36567210567235
210.0,93.28824397824424
211.0,93.24270396270423
212.0,93.21046620046646
213.0,93.20216783216809
214.0,93.21811188811216
215.0,93.21095571095596
216.0,93.19793317793342
217.0,93.19627816627843
218.0,93.16616161616189
219.0,93.15875679875705
220.0,93.1137218337221
221.0,93.08222999223024
222.0,93.03815850815876
223.0,93.00184149184174
224.0,92.97119658119685
225.0,92.93662781662808
226.0,92.8748329448332
227.0,92.8279953379956
228.0,92.76971250971276
229.0,92.75115773115799
230.0,92.7325019425022
231.0,92.73097902097929
232.0,92.76410256410281
233.0,92.78390054390081
234.0,92.76334110334136
235.0,92.71374514374541
236.0,92.70616161616188
237.0,92.67581196581223
238.0,92.64744366744394
239.0,92.65227661227688
240.0,92.63243978244004
241.0,92.58564879564905
242.0,92.56787101787127
243.0,92.5075291375294
244.0,92.42213675213702
245.0,92.36004662004689
246.0,92.36623931623957
247.0,92.3525330225333
248.0,92.40431235431261
249.0,92.46332556332584
250.0,92.49492618492644
251.0,92.54632478632504
252.0,92.59658119658145
253.0,92.57031080031106
254.0,92.49254079254105
255.0,92.44536130536157
256.0,92.36780108780135
257.0,92.28841491841519
258.0,92.23575757575783
259.0,92.19650349650375
260.0,92.20567987568013
261.0,92.20275058275085
262.0,92.20903651903677
263.0,92.18646464646491
264.0,92.16244755244782
265.0,92.1610256410259
266.0,92.14236985237011
267.0,92.11648018648044
268.0,92.0909712509715
269.0,92.06355866355892
270.0,92.01101787101811
271.0,91.93372960372987
272.0,91.87395493395519
273.0,91.81570318570346
274.0,91.78029526029552
275.0,91.74069930069955
276.0,91.76278166278193
277.0,91.77496503496529
278.0,91.7776301476304
279.0,91.7437451437454
280.0,91.71176379176404
281.0,91.67178710178734
282.0,91.62381507381532
283.0,91.639805749806
284.0,91.61696192696218
285.0,91.62457653457678
286.0,91.66264957264984
287.0,91.71024087024112
288.0,91.74641025641051
289.0,91.72280497280524
290.0,91.70110334110359
291.0,91.70833721833748
292.0,91.75440559440585
293.0,91.79476301476326
294.0,91.7776301476304
295.0,91.75135975136
296.0,91.75440559440585
297.0,91.72889665889691
298.0,91.65160839160865
299.0,91.54386169386196
300.0,91.46162393162417
301.0,91.39271173271197
302.0,91.33864801864827
303.0,91.28991452991478
304.0,91.26783216783242
305.0,91.24536907536934
306.0,91.26097902097928
307.0,91.2975291375294
308.0,91.30324009324035
309.0,91.31275835275862
310.0,91.33979020979046
311.0,91.29143745143772
312.0,91.30514374514401
313.0,91.315143745144
314.0,91.28132867132892
315.0,91.22864801864826
316.0,91.20474747474772
317.0,91.19972804972831
318.0,91.1961771561774
319.0,91.19129759129787
320.0,91.17891996892023
321.0,91.14536130536158
322.0,91.1334343434346
323.0,91.07891996892022
324.0,91.03656565656593
325.0,90.98867909867936
326.0,90.95031080031106
327.0,90.91458430458455
328.0,90.93449106449133
329.0,90.94799533799558
