Time (s),Temperature (C)
330.0,90.92488733488757
331.0,90.94337218337243
332.0,90.92206682206707
333.0,90.92174048174074
334.0,91.01714840714867
335.0,91.04637917637943
336.0,91.07829059829085
337.0,91.09445998446024
338.0,91.12671328671354
339.0,91.13921522921548
340.0,91.09921522921547
341.0,91.08400932400959
342.0,91.0509479409482
343.0,91.01564879564906
344.0,90.99414918414944
345.0,90.95843045843071
346.0,90.95404817404842
347.0,90.90934731934756
348.0,90.86651126651151
349.0,90.80566433566459
350.0,90.80320124320149
351.0,90.76904428904454
352.0,90.80080808080834
353.0,90.77376845376871
354.0,90.80914529914554
355.0,90.84427350427376
356.0,90.82942501942527
357.0,90.76840714840739
358.0,90.7322688422691
359.0,90.67717171717197
360.0,90.66250971250996
361.0,90.5857653457656
362.0,90.6181196581199
363.0,90.64644133644158
364.0,90.7190831390834
365.0,90.75713286713312
366.0,90.74864024864048
367.0,90.75599067599092
368.0,90.78218337218362
369.0,90.7887645687648
370.0,90.80151825951845
371.0,90.80574825174843
372.0,90.83539393939412
373.0,90.86052525252542
374.0,90.85002331002347
