Time (s),Temperature (C)
115.0,108.8041491841495
116.0,108.87867132867162
117.0,108.96281274281303
118.0,109.02172494172525
119.0,109.13559440559472
120.0,109.20309246309277
121.0,109.3154933954937
122.0,109.37736596736626
123.0,109.45264957264988
124.0,109.56944832944862
125.0,109.70570318570348
126.0,109.80133644133674
127.0,109.8990675990679
128.0,109.94519036519067
129.0,110.0774125874129
130.0,110.1844832944836
131.0,110.31881895881925
132.0,110.41237762237792
133.0,110.5071484071487
134.0,110.68938616938648
135.0,110.86763791763822
136.0,111.0349261849265
137.0,111.18188811188843
138.0,111.26184926184958
139.0,111.3648717948721
140.0,111.4680885780889
141.0,111.60317793317824
142.0,111.65447552447584
143.0,111.71615384615416
144.0,111.75689199689232
145.0,111.8345609945613
146.0,111.86235431235463
147.0,111.83265734265767
148.0,111.75498834498865
149.0,111.75270396270427
150.0,111.76745143745175
151.0,111.87370629370662
152.0,111.90617715617746
153.0,111.9946930846934
154.0,112.0078010878014
155.0,112.12239316239346
156.0,112.15556332556362
157.0,112.25592851592883
158.0,112.35236985237016
159.0,112.49141414141445
160.0,112.56871794871829
161.0,112.72209013209044
162.0,112.7658041958045
163.0,112.89282051282085
164.0,112.91178710178743
165.0,113.00947163947195
166.0,113.07462315462347
167.0,113.2282439782443
168.0,113.36218337218368
169.0,113.51192696192727
170.0,113.5792229992233
171.0,113.68807303807336
172.0,113.78167055167087
173.0,113.94256410256442
174.0,114.03785547785579
175.0,114.16851592851624
176.0,114.2470551670555
177.0,114.36454545454576
178.0,114.42626262626295
179.0,114.55069153069185
180.0,114.53307692307725
181.0,114.58142968143
182.0,114.62978243978274
183.0,114.68765345765378
184.0,114.72991452991486
185.0,114.77626262626295
186.0,114.79713286713319
187.0,114.89121212121245
188.0,114.94055167055198
189.0,115.0339393939397
190.0,115.0496192696196
191.0,115.15442890442922
192.0,115.1991996892
193.0,115.2788111888115
194.0,115.34717171717205
195.0,115.45017871017903
196.0,115.54083139083171
197.0,115.6796425796429
198.0,115.72734265734299
199.0,115.83325563325597
200.0,115.91636363636395
201.0,116.0270007770011
202.0,116.07082362082394
203.0,116.1156798756802
204.0,116.09920745920778
205.0,116.13689976690007
206.0,116.10111111111144
207.0,116.12890442890476
208.0,116.11595959595991
209.0,116.21304584304617
210.0,116.27510489510523
211.0,116.34287490287522
212.0,116.39503496503528
213.0,116.44757575757609
214.0,116.44452991453022
215.0,116.47841491841524
216.0,116.42130536130567
217.0,116.48222222222255
218.0,116.48869463869495
219.0,116.560652680653
220.0,116.58387723387756
221.0,116.63984459984492
222.0,116.73083916083948
223.0,116.79099456099489
224.0,116.78584304584338
225.0,116.83958818958853
226.0,116.83589743589776
227.0,116.89749805749837
228.0,116.90672105672138
229.0,116.98875679875714
230.0,117.05377622377655
231.0,117.11518259518293
232.0,117.1863791763795
233.0,117.20424242424275
234.0,117.16494172494204
235.0,117.2207070707074
236.0,117.2345454545458
237.0,117.28654234654266
238.0,117.31552447552481
239.0,117.4362781662785
240.0,117.50092463092498
241.0,117.56951825951859
242.0,117.61791763791796
243.0,117.6413053613057
244.0,117.58341103341137
245.0,117.6965112665116
246.0,117.76706293706327
247.0,117.8720279720283
248.0,117.94853146853178
249.0,118.10797979798012
250.0,118.16714063714096
251.0,118.25584304584338
252.0,118.21222222222256
253.0,118.19603729603762
254.0,118.11048174048206
255.0,118.16191142191174
256.0,118.14772338772372
257.0,118.21435120435154
258.0,118.23795648795681
259.0,118.36588189588224
260.0,118.38758352758386
261.0,118.45040404040436
262.0,118.3955788655792
263.0,118.40852369852404
264.0,118.38872571872605
265.0,118.41156954156988
266.0,118.40128982129015
267.0,118.4332711732715
268.0,118.44192696192731
269.0,118.53285159285194
270.0,118.57096348096381
271.0,118.66522921522954
272.0,118.66686091686124
273.0,118.71299922299954
274.0,118.75498834498869
275.0,118.80889665889697
276.0,118.80512820512854
277.0,118.8324708624712
278.0,118.85216783216816
279.0,118.9039471639475
280.0,118.98009324009358
281.0,119.10992229992263
282.0,119.20891219891253
283.0,119.3200854700858
284.0,119.37719502719536
285.0,119.47885003885035
286.0,119.48227661227695
287.0,119.51692307692342
288.0,119.51301476301508
289.0,119.5647241647245
290.0,119.6157808857812
291.0,119.75116550116583
292.0,119.86282828282862
293.0,119.99386946386979
294.0,120.04613830613864
295.0,120.14916083916115
296.0,120.18118104118139
297.0,120.26078477078511
298.0,120.23019425019459
299.0,120.21876456876491
300.0,120.16562548562582
301.0,120.16268842268876
302.0,120.09435897435931
303.0,120.10118104118139
304.0,120.04571095571129
305.0,120.05549339549373
306.0,120.05857031857066
307.0,120.134133644134
308.0,120.1440248640252
309.0,120.18695415695449
310.0,120.2054778554782
311.0,120.28298368298402
312.0,120.29963480963515
313.0,120.37465423465456
314.0,120.3354234654238
315.0,120.39005439005473
316.0,120.40409479409514
317.0,120.45292929292964
318.0,120.47449883449917
319.0,120.47940947940981
320.0,120.46365190365225
321.0,120.49208236208271
322.0,120.45908313908348
323.0,120.46724941724976
324.0,120.40554001554035
325.0,120.46275058275091
326.0,120.48483294483329
327.0,120.52595182595216
328.0,120.57849261849297
329.0,120.64854700854734
330.0,120.68395493395526
331.0,120.7254545454549
332.0,120.73459207459241
333.0,120.72850038850072
334.0,120.68966588966623
335.0,120.70717948717983
336.0,120.67443667443702
337.0,120.65720279720314
338.0,120.64456876456912
339.0,120.73532245532279
340.0,120.77787878787915
341.0,120.8476223776227
342.0,120.8923931623935
343.0,120.93198912198947
344.0,120.93547008547041
345.0,120.96360528360565
346.0,120.93029526029561
347.0,120.93452991453024
348.0,120.91354312354348
349.0,120.95777000777035
350.0,120.93039627039661
351.0,120.94764568764602
352.0,120.97487179487213
353.0,120.98123543123579
354.0,120.90848484848517
355.0,120.90059052059087
356.0,120.88269619269653
357.0,120.94361305361339
358.0,120.95226884226918
359.0,120.99303807303842
360.0,121.0318803418807
361.0,121.1394638694642
362.0,121.24339549339584
363.0,121.28428127428162
364.0,121.25450660450694
365.0,121.2465889665893
366.0,121.2430147630151
367.0,121.23035742035775
368.0,121.18057498057533
369.0,121.1818492618496
370.0,121.18744366744401
371.0,121.23101787101821
372.0,121.26893550893585
373.0,121.27997668997705
374.0,121.26061383061419
375.0,121.2856021756025
376.0,121.27953379953415
377.0,121.28231546231581
378.0,121.2864102564106
379.0,121.34006993007029
380.0,121.36470862470895
381.0,121.45439782439816
382.0,121.5330147630151
383.0,121.59302253302288
384.0,121.62688422688457
385.0,121.68841491841526
386.0,121.62293706293741
387.0,121.63267288267322
388.0,121.57728049728082
389.0,121.54937839937874
390.0,121.49071484071517
391.0,121.50480186480219
392.0,121.5025485625489
393.0,121.52550116550151
394.0,121.54282051282087
395.0,121.55831390831425
396.0,121.50649572649606
397.0,121.51491064491098
398.0,121.48076146076181
399.0,121.47953379953412
400.0,121.40961926961961
401.0,121.39694638694674
402.0,121.38354312354348
403.0,121.43118881118916
404.0,121.41776223776259
405.0,121.4348251748255
406.0,121.44780885780919
407.0,121.45679098679132
408.0,121.4618492618496
409.0,121.46306138306174
410.0,121.4128593628597
411.0,121.41973581973616
412.0,121.42289821289857
413.0,121.5205283605287
414.0,121.5068251748254
415.0,121.50326184926207
416.0,121.43670862470874
417.0,121.36526806526815
418.0,121.2453038073039
