Timestamp,Voltage (mV),Temperature (C)
2025-06-10 14:40:26,874.02,87.40
2025-06-10 14:40:27,878.91,87.89
2025-06-10 14:40:28,874.02,87.40
2025-06-10 14:40:29,874.02,87.40
2025-06-10 14:40:30,874.02,87.40
2025-06-10 14:40:31,874.02,87.40
2025-06-10 14:40:32,874.02,87.40
2025-06-10 14:40:33,878.91,87.89
2025-06-10 14:40:34,883.79,88.38
2025-06-10 14:40:35,883.79,88.38
2025-06-10 14:40:36,883.79,88.38
2025-06-10 14:40:37,888.67,88.87
2025-06-10 14:40:38,893.55,89.36
2025-06-10 14:40:39,898.44,89.84
2025-06-10 14:40:40,903.32,90.33
2025-06-10 14:40:41,898.44,89.84
2025-06-10 14:40:42,908.20,90.82
2025-06-10 14:40:43,908.20,90.82
2025-06-10 14:40:44,908.20,90.82
2025-06-10 14:40:45,913.09,91.31
2025-06-10 14:40:46,913.09,91.31
2025-06-10 14:40:47,917.97,91.80
2025-06-10 14:40:48,917.97,91.80
2025-06-10 14:40:49,922.85,92.29
2025-06-10 14:40:50,922.85,92.29
2025-06-10 14:40:51,927.73,92.77
2025-06-10 14:40:52,927.73,92.77
2025-06-10 14:40:53,927.73,92.77
2025-06-10 14:40:54,932.62,93.26
2025-06-10 14:40:55,932.62,93.26
2025-06-10 14:40:56,937.50,93.75
2025-06-10 14:40:57,937.50,93.75
2025-06-10 14:40:58,942.38,94.24
2025-06-10 14:40:59,942.38,94.24
2025-06-10 14:41:00,937.50,93.75
2025-06-10 14:41:01,942.38,94.24
2025-06-10 14:41:02,942.38,94.24
2025-06-10 14:41:03,947.27,94.73
2025-06-10 14:41:04,947.27,94.73
2025-06-10 14:41:05,952.15,95.21
2025-06-10 14:41:06,952.15,95.21
2025-06-10 14:41:07,957.03,95.70
2025-06-10 14:41:08,952.15,95.21
2025-06-10 14:41:09,957.03,95.70
2025-06-10 14:41:10,961.91,96.19
2025-06-10 14:41:11,961.91,96.19
2025-06-10 14:41:12,961.91,96.19
2025-06-10 14:41:13,961.91,96.19
2025-06-10 14:41:14,971.68,97.17
2025-06-10 14:41:15,971.68,97.17
2025-06-10 14:41:16,971.68,97.17
2025-06-10 14:41:17,976.56,97.66
2025-06-10 14:41:18,966.80,96.68
2025-06-10 14:41:19,971.68,97.17
2025-06-10 14:41:20,971.68,97.17
2025-06-10 14:41:21,976.56,97.66
2025-06-10 14:41:22,976.56,97.66
2025-06-10 14:41:23,976.56,97.66
2025-06-10 14:41:24,976.56,97.66
2025-06-10 14:41:25,981.45,98.14
2025-06-10 14:41:26,976.56,97.66
2025-06-10 14:41:27,981.45,98.14
2025-06-10 14:41:28,981.45,98.14
2025-06-10 14:41:29,986.33,98.63
2025-06-10 14:41:30,986.33,98.63
2025-06-10 14:41:31,986.33,98.63
2025-06-10 14:41:32,991.21,99.12
2025-06-10 14:41:33,991.21,99.12
2025-06-10 14:41:34,991.21,99.12
2025-06-10 14:41:35,996.09,99.61
2025-06-10 14:41:36,996.09,99.61
2025-06-10 14:41:37,996.09,99.61
2025-06-10 14:41:38,996.09,99.61
2025-06-10 14:41:39,1000.98,100.10
2025-06-10 14:41:40,1000.98,100.10
2025-06-10 14:41:41,1005.86,100.59
2025-06-10 14:41:42,1000.98,100.10
2025-06-10 14:41:43,1000.98,100.10
2025-06-10 14:41:44,1005.86,100.59
2025-06-10 14:41:45,1010.74,101.07
2025-06-10 14:41:46,1010.74,101.07
2025-06-10 14:41:47,1010.74,101.07
2025-06-10 14:41:48,1005.86,100.59
2025-06-10 14:41:49,1010.74,101.07
2025-06-10 14:41:50,1015.63,101.56
2025-06-10 14:41:51,1010.74,101.07
2025-06-10 14:41:52,1015.63,101.56
2025-06-10 14:41:53,1020.51,102.05
2025-06-10 14:41:54,1015.63,101.56
2025-06-10 14:41:55,1015.63,101.56
2025-06-10 14:41:56,1020.51,102.05
2025-06-10 14:41:57,1020.51,102.05
2025-06-10 14:41:58,1020.51,102.05
2025-06-10 14:41:59,1020.51,102.05
2025-06-10 14:42:00,1020.51,102.05
2025-06-10 14:42:01,1025.39,102.54
2025-06-10 14:42:02,1025.39,102.54
